defect_type,defect_size_mm,machine_id,machine_age_years,days_since_maintenance,shift,operator_experience_years,production_speed_mpm,thread_tension_n,humidity_pct,temperature_c,fabric_batch_quality_score,root_cause
thread_error,11.1,M04,6.1,7,afternoon,5.2,49.4,9.78,54.9,23.4,59.3,human_error
cut,1.4,M04,7.3,0,morning,0.5,40.5,9.94,72.7,24.9,53.4,human_error
color_defect,6.4,M04,7.8,8,morning,4.0,36.7,11.6,47.8,25.1,59.9,material_issue
objects,14.4,M04,3.9,5,afternoon,6.7,35.9,13.96,54.0,23.5,70.3,human_error
cut,6.3,M05,4.1,30,afternoon,4.5,48.3,12.5,47.7,23.3,78.1,human_error
objects,1.5,M11,12.0,1,afternoon,0.5,39.7,7.24,78.4,23.9,81.9,machine_fault
stain,1.1,M08,15.0,0,morning,5.8,26.6,12.35,47.8,23.5,60.6,material_issue
hole,1.6,M07,9.6,22,morning,2.7,20.0,11.29,62.8,23.6,89.1,machine_fault
thread_error,1.4,M09,11.7,19,night,2.3,31.4,8.13,53.2,23.1,90.8,human_error
stain,5.1,M09,2.4,5,afternoon,3.0,39.2,15.55,29.9,18.1,53.2,material_issue
stain,2.9,M09,12.7,98,afternoon,2.1,39.4,14.79,65.7,24.8,94.4,machine_fault
hole,9.4,M03,5.4,0,afternoon,0.0,32.1,10.98,62.7,24.1,57.6,material_issue
cut,4.2,M04,0.9,4,night,5.3,33.4,11.59,52.7,18.1,87.5,human_error
thread_error,1.2,M02,0.8,14,morning,1.6,35.4,15.42,62.8,21.4,97.1,machine_fault
stain,19.8,M08,9.0,29,afternoon,4.1,41.2,11.59,69.0,21.6,52.2,material_issue
oil_spot,15.4,M01,3.4,0,night,2.2,43.6,16.56,45.5,23.7,72.1,human_error
objects,2.6,M10,0.6,40,night,0.6,41.4,10.85,77.3,26.6,98.1,human_error
thread_error,3.0,M12,4.2,12,morning,0.2,59.2,11.71,66.4,24.1,64.4,human_error
thread_error,12.1,M06,13.9,0,morning,1.2,35.2,7.03,76.8,28.1,100.0,human_error
objects,4.8,M04,10.8,19,afternoon,1.6,29.7,9.66,58.7,26.2,59.7,machine_fault
oil_spot,4.9,M06,10.0,18,morning,0.8,41.4,11.24,39.1,20.5,85.6,material_issue
oil_spot,8.4,M08,13.5,15,afternoon,2.4,29.2,12.3,60.6,23.9,75.2,material_issue
thread_error,4.2,M03,11.7,33,night,2.9,22.3,10.94,50.3,23.9,70.7,human_error
thread_error,19.5,M04,9.0,13,afternoon,2.2,37.0,10.32,51.7,24.1,70.6,human_error
hole,29.7,M12,11.2,1,afternoon,7.1,37.5,8.65,61.0,24.2,83.2,machine_fault
hole,12.1,M06,0.7,20,afternoon,2.4,29.3,11.03,35.4,21.5,86.1,material_issue
objects,15.3,M08,7.7,24,night,0.5,35.2,12.55,44.1,20.6,67.0,human_error
thread_error,2.8,M02,6.8,2,morning,4.2,34.8,13.25,43.4,25.8,54.9,human_error
color_defect,19.4,M08,6.2,7,morning,2.0,18.7,14.4,73.1,27.4,79.4,material_issue
hole,2.0,M12,9.0,19,morning,3.3,44.1,12.41,77.1,25.6,100.0,machine_fault
cut,3.9,M12,13.3,28,afternoon,4.8,20.5,8.91,59.9,22.6,97.7,human_error
oil_spot,2.0,M03,10.1,23,afternoon,3.3,36.0,12.15,75.8,25.0,82.9,material_issue
color_defect,7.4,M07,1.9,4,night,7.8,36.7,10.93,66.0,26.0,87.3,human_error
oil_spot,2.1,M01,6.3,15,morning,2.2,30.3,11.35,59.5,28.2,87.0,human_error
hole,15.5,M05,12.4,0,night,0.7,45.6,12.77,30.4,27.9,57.4,human_error
thread_error,22.3,M08,1.0,4,afternoon,2.1,22.4,14.34,54.5,23.1,85.4,human_error
cut,18.0,M05,12.0,62,night,4.0,41.0,13.4,61.6,27.2,95.0,human_error
thread_error,28.4,M01,10.2,17,morning,13.5,47.4,15.0,50.0,26.7,100.0,machine_fault
cut,2.3,M04,14.2,28,afternoon,11.8,31.7,9.82,70.9,24.7,92.8,machine_fault
objects,3.0,M04,7.1,9,morning,1.0,40.8,6.41,45.7,26.4,65.0,human_error
cut,4.2,M07,5.7,1,morning,0.3,37.4,13.0,55.7,26.8,82.0,human_error
oil_spot,12.7,M01,1.1,28,morning,3.6,33.8,17.72,49.0,22.3,100.0,material_issue
color_defect,8.8,M05,12.0,19,morning,0.1,33.7,14.3,39.9,25.3,83.4,material_issue
oil_spot,6.1,M09,9.1,21,night,3.9,41.0,9.52,62.6,27.8,64.8,human_error
thread_error,6.9,M11,8.8,30,night,3.8,41.0,13.19,58.0,23.5,79.7,human_error
stain,17.2,M02,12.5,28,night,7.3,32.1,16.85,53.0,24.3,76.6,material_issue
color_defect,18.3,M11,5.3,46,night,1.8,28.7,16.83,67.8,29.2,64.8,human_error
hole,13.1,M02,14.1,19,morning,0.3,44.2,11.46,62.2,22.8,93.8,machine_fault
oil_spot,21.1,M11,1.6,8,afternoon,11.6,33.2,11.82,68.4,22.5,55.9,material_issue
hole,5.9,M05,11.1,8,afternoon,0.4,37.1,7.34,29.9,22.7,100.0,human_error
cut,1.6,M05,12.1,35,night,2.1,28.4,7.16,35.2,24.5,75.1,human_error
cut,7.7,M05,4.4,4,morning,15.3,42.3,9.97,36.2,23.1,73.9,material_issue
stain,2.7,M01,1.2,8,morning,6.1,34.0,14.42,58.6,24.9,69.9,material_issue
cut,3.0,M06,12.1,22,afternoon,6.6,33.6,13.7,59.7,23.8,88.7,machine_fault
cut,2.1,M03,7.9,61,morning,0.2,32.1,10.85,41.8,25.5,93.7,human_error
thread_error,9.1,M03,4.2,50,morning,0.6,33.6,10.47,63.3,24.8,65.1,machine_fault
stain,11.3,M04,2.6,23,night,1.3,30.1,14.06,46.2,25.1,86.3,human_error
hole,1.5,M11,2.4,13,afternoon,0.1,27.5,8.75,40.3,25.8,70.0,human_error
oil_spot,1.4,M05,0.8,17,morning,1.3,41.0,13.18,57.5,29.4,100.0,human_error
hole,26.6,M03,4.4,21,night,6.0,23.3,13.1,53.5,25.7,67.9,machine_fault
objects,6.1,M10,5.5,57,afternoon,1.8,39.1,13.11,58.3,20.6,76.8,machine_fault
color_defect,3.9,M04,11.7,35,morning,0.9,30.3,13.62,46.4,23.6,71.5,human_error
stain,2.9,M03,4.0,42,afternoon,2.4,30.6,13.67,59.7,19.4,64.8,human_error
hole,5.2,M08,7.9,41,afternoon,0.6,20.8,10.03,62.6,26.6,94.6,machine_fault
oil_spot,10.8,M04,3.8,8,night,5.7,47.1,11.87,54.2,25.0,66.6,human_error
color_defect,6.2,M06,4.9,14,morning,0.8,38.4,15.59,39.5,23.2,100.0,human_error
thread_error,1.6,M11,8.7,52,night,0.7,29.8,13.76,68.9,16.6,63.8,material_issue
stain,12.1,M10,10.9,12,morning,2.6,22.8,11.52,58.5,26.5,61.2,material_issue
oil_spot,4.9,M12,9.6,1,afternoon,0.9,37.3,5.87,68.3,26.6,66.7,material_issue
hole,4.4,M02,7.3,36,afternoon,0.9,43.5,10.82,80.0,28.5,75.7,material_issue
objects,2.7,M05,14.1,0,afternoon,2.9,50.6,10.14,90.9,24.0,39.7,human_error
oil_spot,2.0,M11,2.4,28,afternoon,5.4,39.2,9.8,67.2,20.9,71.2,material_issue
hole,19.2,M07,0.9,34,night,6.6,32.8,13.05,63.1,22.2,85.5,machine_fault
objects,2.9,M10,6.9,54,night,10.6,43.0,18.47,55.5,27.6,90.6,machine_fault
stain,3.9,M05,7.0,26,afternoon,2.3,45.6,14.17,60.5,25.9,85.3,material_issue
oil_spot,1.2,M02,4.3,69,morning,7.3,31.1,8.75,77.3,21.5,55.0,material_issue
objects,8.4,M11,12.4,31,night,1.0,30.7,12.29,59.2,29.6,61.8,machine_fault
oil_spot,8.2,M06,5.2,7,afternoon,4.4,20.2,9.53,36.8,26.9,76.4,material_issue
stain,5.1,M10,8.3,12,night,0.4,32.6,11.26,53.4,24.3,81.3,human_error
cut,9.2,M05,3.9,25,morning,2.8,44.0,10.73,62.9,27.0,98.1,human_error
color_defect,5.0,M05,14.4,12,morning,6.8,26.9,11.19,61.6,20.4,70.9,material_issue
hole,5.7,M10,3.7,19,afternoon,1.9,43.9,17.09,64.5,26.1,73.7,human_error
color_defect,1.8,M09,1.2,7,night,7.0,34.2,10.42,59.7,24.3,97.6,material_issue
color_defect,3.4,M05,14.7,26,afternoon,1.6,46.1,14.84,65.0,29.2,93.3,human_error
color_defect,30.1,M04,12.9,61,morning,3.2,34.3,8.49,58.6,23.4,54.2,machine_fault
cut,1.5,M06,6.5,6,morning,3.5,34.6,12.5,53.7,26.5,100.0,human_error
stain,3.8,M04,3.5,42,night,6.6,26.2,12.86,62.1,24.4,80.6,material_issue
cut,6.1,M08,3.8,4,afternoon,6.4,28.5,11.4,63.0,28.4,83.1,human_error
oil_spot,6.9,M01,15.0,1,morning,8.7,42.1,10.59,67.4,22.3,70.0,material_issue
color_defect,5.3,M10,13.4,30,night,0.7,42.2,14.07,54.7,23.4,75.3,human_error
thread_error,6.1,M11,6.6,33,afternoon,4.6,29.3,9.23,57.0,20.3,31.4,machine_fault
oil_spot,5.3,M10,10.7,0,afternoon,2.9,20.3,10.89,65.5,18.6,81.7,material_issue
thread_error,1.5,M10,5.7,15,night,1.2,46.9,13.67,41.3,23.9,82.1,human_error
hole,1.2,M09,11.7,36,night,2.6,39.7,15.71,67.7,22.7,66.6,machine_fault
cut,8.3,M09,0.9,13,morning,8.9,31.1,12.41,49.5,27.2,63.9,material_issue
oil_spot,2.8,M09,14.2,5,morning,9.4,31.2,12.39,66.9,25.6,63.7,material_issue
oil_spot,37.1,M12,10.0,0,afternoon,3.8,42.1,11.61,49.0,23.4,89.9,material_issue
cut,4.2,M09,6.5,29,morning,2.1,32.5,8.9,59.8,24.3,97.1,human_error
cut,4.8,M04,7.9,16,morning,10.3,32.7,15.6,49.0,24.2,33.5,material_issue
stain,14.4,M02,0.8,15,morning,5.7,45.1,11.71,69.1,22.9,87.3,material_issue
thread_error,8.5,M04,1.8,39,morning,0.6,41.4,12.75,57.0,27.3,78.9,human_error
stain,10.7,M03,1.9,48,morning,2.2,31.7,13.49,37.7,18.3,60.7,material_issue
hole,7.9,M05,4.5,49,night,0.4,33.6,13.44,41.3,20.1,77.7,human_error
objects,41.6,M10,14.2,25,afternoon,2.2,27.9,14.32,64.8,31.2,100.0,machine_fault
objects,4.1,M12,5.0,20,afternoon,9.4,41.2,9.41,42.1,23.6,69.3,machine_fault
oil_spot,1.2,M11,1.6,17,afternoon,1.6,31.1,9.67,61.1,24.0,54.9,material_issue
thread_error,4.5,M01,3.0,8,afternoon,3.8,30.1,9.46,45.9,21.1,67.9,human_error
objects,12.7,M01,6.9,10,morning,5.3,39.1,9.86,50.3,23.6,92.7,human_error
cut,1.4,M01,6.2,1,afternoon,2.2,23.1,11.0,64.4,21.9,60.2,material_issue
hole,7.1,M02,6.8,1,morning,8.0,44.2,13.62,48.4,21.1,100.0,machine_fault
stain,1.4,M09,7.9,4,afternoon,5.6,36.9,9.37,53.8,25.2,76.9,material_issue
color_defect,8.9,M10,10.1,11,morning,5.2,23.2,9.67,47.3,25.3,69.7,material_issue
cut,14.0,M01,2.1,20,morning,3.8,26.9,11.43,53.7,23.2,69.2,human_error
color_defect,3.7,M06,8.7,67,night,1.8,30.6,12.3,81.4,21.1,83.1,human_error
cut,1.6,M04,7.4,8,morning,3.2,34.4,14.79,56.1,21.8,88.8,human_error
color_defect,2.4,M07,10.6,8,night,9.0,50.7,14.27,72.1,15.8,100.0,material_issue
oil_spot,4.8,M10,4.9,14,morning,0.0,42.4,5.61,51.4,28.6,85.8,human_error
color_defect,1.2,M03,10.2,32,night,3.7,47.2,12.27,62.1,29.1,59.9,human_error
hole,15.0,M02,11.0,8,night,4.5,40.0,12.47,58.8,25.8,66.0,human_error
hole,4.1,M08,14.4,33,morning,0.2,35.7,13.12,60.2,20.7,56.3,machine_fault
stain,6.1,M06,10.1,23,night,1.5,37.7,10.19,53.8,20.9,64.3,human_error
objects,4.1,M12,13.2,53,night,0.2,29.8,17.09,49.9,25.2,71.5,machine_fault
stain,4.7,M04,12.5,0,morning,0.0,42.2,12.04,66.9,23.3,47.5,material_issue
oil_spot,2.0,M08,12.7,28,night,3.0,30.7,9.95,33.8,26.2,66.4,material_issue
stain,12.2,M09,12.3,17,morning,4.3,22.2,15.45,48.2,26.8,97.4,material_issue
oil_spot,8.5,M12,10.1,24,afternoon,6.0,40.2,6.85,50.5,30.1,66.5,material_issue
oil_spot,13.2,M05,10.8,41,night,0.6,27.4,10.97,45.3,26.7,70.3,human_error
oil_spot,1.5,M04,7.9,0,morning,5.4,27.7,10.92,48.2,23.7,68.2,material_issue
oil_spot,8.8,M02,0.9,8,night,1.3,21.6,13.77,51.2,22.2,47.0,material_issue
stain,4.4,M07,3.2,1,afternoon,6.4,38.3,12.64,47.9,26.6,72.3,material_issue
cut,8.4,M10,1.8,11,night,0.8,43.9,14.52,68.3,28.7,60.2,human_error
stain,2.5,M03,10.6,8,night,2.2,25.7,12.18,64.3,21.3,100.0,human_error
hole,1.8,M07,9.2,5,afternoon,7.4,25.4,12.79,50.7,25.7,73.7,machine_fault
oil_spot,1.1,M12,10.7,36,afternoon,1.5,48.2,13.96,35.5,25.4,62.5,material_issue
stain,2.4,M05,8.6,52,morning,1.7,22.7,8.33,35.7,28.6,72.3,material_issue
stain,24.0,M08,3.8,8,afternoon,1.8,41.7,11.58,51.8,22.3,38.5,human_error
objects,7.0,M07,5.3,34,night,1.6,30.9,10.66,48.1,23.6,100.0,human_error
color_defect,4.9,M03,14.0,2,morning,5.0,43.0,10.07,71.2,22.9,62.6,material_issue
color_defect,8.6,M04,5.9,23,morning,0.1,42.7,10.14,26.2,26.7,74.9,material_issue
stain,7.5,M11,5.6,8,night,2.0,28.0,15.69,45.8,25.6,65.0,human_error
hole,2.6,M11,14.2,6,morning,16.0,43.6,10.26,61.2,23.6,52.5,machine_fault
hole,17.1,M03,3.3,1,afternoon,15.9,37.6,11.02,69.5,24.1,66.0,machine_fault
cut,11.3,M11,10.5,49,night,3.9,33.0,11.9,87.3,22.6,64.9,human_error
thread_error,1.6,M05,11.0,9,afternoon,2.1,43.7,13.04,65.4,29.9,67.0,machine_fault
hole,5.0,M06,2.2,12,afternoon,7.8,46.2,11.73,57.4,28.3,78.6,human_error
thread_error,1.9,M05,10.8,15,morning,6.9,33.2,9.02,67.6,25.5,62.6,material_issue
objects,12.1,M07,9.8,28,night,3.6,31.5,6.6,71.7,26.7,80.1,human_error
hole,2.0,M04,12.3,12,afternoon,2.2,48.1,9.52,40.0,27.2,70.7,human_error
oil_spot,7.7,M10,10.2,82,morning,4.2,31.5,11.43,52.5,22.0,100.0,machine_fault
thread_error,6.3,M04,2.5,6,morning,6.1,21.7,12.36,58.4,29.8,75.5,machine_fault
color_defect,4.1,M07,14.2,45,afternoon,3.7,38.6,13.61,44.9,19.1,57.3,human_error
oil_spot,4.4,M06,0.6,5,night,12.4,52.3,13.07,72.7,20.1,79.4,material_issue
cut,5.2,M02,10.7,3,morning,3.2,30.7,8.0,47.4,25.5,49.2,material_issue
color_defect,1.8,M04,2.9,40,morning,3.5,20.4,12.58,56.5,24.9,37.0,material_issue
hole,14.9,M10,13.6,19,night,4.5,40.6,12.83,53.6,22.2,68.0,machine_fault
thread_error,2.1,M08,13.2,25,afternoon,0.3,31.0,16.6,36.9,30.4,85.1,human_error
cut,4.5,M09,3.6,5,afternoon,3.1,38.6,14.75,60.6,23.2,58.0,human_error
thread_error,12.5,M02,6.4,7,morning,3.1,12.2,8.23,64.3,18.8,89.3,machine_fault
color_defect,2.4,M07,2.0,29,afternoon,0.4,38.8,5.35,67.1,26.1,74.6,human_error
objects,10.3,M05,7.9,36,afternoon,7.9,29.7,9.71,67.7,16.0,65.0,machine_fault
color_defect,4.6,M11,7.5,68,morning,3.1,31.7,15.16,60.7,24.8,61.9,human_error
thread_error,4.5,M11,9.0,46,morning,0.2,25.8,12.51,52.5,24.8,72.8,machine_fault
oil_spot,1.4,M10,14.8,10,afternoon,4.0,43.0,9.55,48.8,25.4,84.3,material_issue
oil_spot,4.3,M01,1.8,18,night,0.3,36.6,17.69,46.6,23.1,57.2,human_error
color_defect,5.0,M03,4.1,135,morning,4.6,26.6,11.93,53.7,24.9,93.8,machine_fault
objects,14.1,M07,3.9,107,night,7.9,36.2,14.01,37.7,20.3,100.0,machine_fault
cut,7.4,M05,5.9,1,morning,0.7,35.4,10.28,50.7,23.8,75.3,human_error
hole,5.2,M01,2.8,0,morning,2.5,28.1,14.25,64.7,25.2,77.5,human_error
hole,17.0,M09,13.1,22,morning,2.4,37.4,14.08,72.8,19.1,70.9,machine_fault
thread_error,1.6,M12,14.5,4,morning,3.9,27.6,14.74,80.3,25.6,100.0,material_issue
cut,9.0,M11,8.7,6,afternoon,2.3,41.5,11.89,64.5,17.4,73.4,human_error
stain,3.8,M12,14.0,3,afternoon,2.7,38.0,10.77,79.6,24.0,43.9,material_issue
color_defect,12.5,M03,6.1,10,morning,1.8,42.3,9.73,57.4,22.1,89.8,human_error
objects,10.8,M09,0.5,55,afternoon,3.4,44.8,10.74,63.6,21.5,95.9,human_error
color_defect,5.0,M12,15.0,43,morning,3.4,40.2,14.72,34.0,21.5,56.5,material_issue
color_defect,10.0,M07,9.6,13,afternoon,5.0,51.0,13.14,57.3,25.0,74.5,material_issue
stain,6.9,M07,13.0,0,afternoon,2.2,35.5,16.56,62.5,23.7,83.6,material_issue
stain,41.6,M08,3.5,52,morning,4.7,34.9,11.94,63.2,26.7,69.3,material_issue
objects,2.2,M10,5.4,4,morning,1.8,35.1,9.05,54.1,22.5,73.2,machine_fault
cut,3.9,M07,11.9,6,afternoon,0.3,31.1,10.63,70.8,23.6,56.2,human_error
color_defect,7.2,M03,13.5,23,night,5.5,34.8,8.54,36.3,20.4,64.5,material_issue
oil_spot,9.7,M07,6.5,14,afternoon,2.4,32.0,8.51,75.3,23.9,78.3,material_issue
thread_error,1.5,M06,3.4,31,morning,4.8,38.1,11.52,63.9,31.0,76.2,human_error
oil_spot,1.0,M09,6.3,29,afternoon,4.4,27.1,12.7,64.9,23.3,73.8,material_issue
stain,14.4,M06,2.3,0,afternoon,1.2,28.4,10.19,76.0,23.9,72.6,material_issue
stain,8.1,M01,7.0,7,morning,0.7,30.4,12.36,62.4,24.9,60.3,material_issue
thread_error,7.3,M08,14.9,9,afternoon,1.9,48.3,13.64,66.2,27.1,85.2,material_issue
stain,6.7,M11,14.0,0,morning,4.8,48.6,13.85,76.6,29.0,73.6,material_issue
oil_spot,1.3,M01,1.5,33,morning,3.4,22.3,9.04,73.9,20.2,63.2,material_issue
objects,3.5,M06,1.7,6,night,2.1,30.4,12.27,48.8,22.7,95.3,human_error
stain,11.6,M06,2.7,1,night,4.5,37.4,10.92,90.4,30.1,63.9,material_issue
objects,3.1,M05,6.7,2,morning,1.4,35.4,12.24,36.5,25.1,89.9,machine_fault
color_defect,4.0,M06,12.2,6,afternoon,0.6,31.5,11.87,56.5,27.4,73.8,human_error
objects,8.2,M05,13.7,7,afternoon,1.4,31.4,10.82,59.8,25.4,73.3,human_error
stain,12.1,M12,1.8,17,morning,0.5,31.5,14.94,32.4,24.1,74.1,material_issue
thread_error,8.6,M04,8.8,1,night,12.1,27.0,11.77,55.8,23.1,75.9,human_error
objects,8.0,M02,11.3,8,morning,2.3,37.7,11.31,60.1,25.1,80.4,machine_fault
hole,3.2,M12,6.3,25,afternoon,4.2,30.4,12.63,62.1,29.7,74.3,machine_fault
thread_error,10.3,M12,8.3,16,morning,2.7,27.2,13.46,44.1,20.4,54.5,human_error
hole,14.2,M06,3.2,4,morning,7.2,26.5,13.21,60.2,23.9,78.3,machine_fault
hole,12.2,M04,11.2,5,afternoon,12.1,35.7,13.1,62.5,21.6,89.5,machine_fault
objects,2.0,M08,4.1,7,afternoon,3.0,39.0,12.71,74.8,23.3,69.4,human_error
color_defect,5.7,M04,3.9,6,morning,0.3,32.3,10.93,65.8,28.5,73.0,human_error
cut,18.6,M03,11.3,23,afternoon,3.2,37.3,17.0,47.5,22.0,72.1,human_error
cut,1.7,M04,8.4,17,night,6.4,27.8,9.55,61.7,28.8,59.8,human_error
stain,18.3,M03,13.9,41,night,1.8,36.7,13.24,54.0,22.4,70.0,human_error
color_defect,6.3,M12,12.5,7,night,1.7,25.4,13.18,50.6,19.0,63.4,human_error
objects,6.7,M07,8.0,36,afternoon,2.5,32.6,8.67,47.0,21.2,89.4,machine_fault
objects,4.8,M12,12.9,16,night,1.2,23.7,12.81,63.8,29.0,100.0,human_error
hole,3.9,M09,7.5,13,afternoon,4.4,30.4,9.99,55.3,23.8,89.6,machine_fault
cut,4.1,M05,9.6,26,night,1.9,35.3,11.35,73.3,29.3,76.4,human_error
objects,13.5,M06,12.6,15,morning,2.8,37.1,11.04,41.6,20.6,73.3,machine_fault
color_defect,1.7,M08,3.0,5,night,16.4,38.8,14.2,52.1,25.4,75.0,material_issue
color_defect,2.0,M04,0.8,5,morning,4.5,23.7,12.87,47.1,21.2,68.4,material_issue
color_defect,5.7,M07,11.1,19,afternoon,0.2,38.9,11.42,61.5,20.0,74.6,human_error
thread_error,11.3,M12,9.8,0,night,6.1,41.2,14.56,33.8,21.8,55.2,material_issue
thread_error,2.8,M07,12.7,19,night,13.0,36.6,15.32,50.1,27.2,55.7,material_issue
stain,3.2,M07,11.8,23,afternoon,1.7,35.8,12.8,68.5,24.8,62.0,material_issue
objects,24.2,M06,9.5,55,morning,3.2,36.0,15.4,68.9,22.2,84.2,machine_fault
cut,4.6,M09,10.2,43,afternoon,4.6,35.1,9.58,67.3,25.7,60.2,material_issue
cut,1.9,M07,7.0,15,night,5.4,39.8,8.87,68.0,22.4,71.1,human_error
oil_spot,1.5,M10,12.1,3,morning,2.3,34.5,14.66,34.8,24.2,75.0,material_issue
cut,28.0,M11,4.4,2,afternoon,8.4,48.3,15.42,63.4,23.0,47.9,human_error
hole,41.7,M11,3.3,46,night,1.2,46.7,11.98,53.1,16.8,71.9,human_error
oil_spot,7.8,M03,9.8,1,night,4.1,23.8,7.3,49.8,20.9,77.9,human_error
cut,3.8,M07,2.6,22,afternoon,3.5,28.0,10.83,66.7,22.8,73.4,material_issue
objects,6.3,M08,5.9,30,afternoon,2.2,25.0,10.48,46.4,22.4,77.4,machine_fault
hole,11.6,M06,9.2,15,morning,4.7,31.4,14.03,43.7,23.5,61.5,human_error
objects,18.9,M11,9.5,5,morning,0.3,43.7,12.9,40.0,22.4,82.2,human_error
objects,2.5,M01,13.5,35,morning,0.5,26.8,12.08,64.2,22.5,61.0,machine_fault
stain,6.1,M05,13.2,17,morning,7.6,21.3,14.91,40.9,20.5,71.0,material_issue
color_defect,1.4,M08,1.6,45,morning,17.3,32.0,12.04,57.9,23.6,60.4,material_issue
hole,2.8,M06,2.8,31,afternoon,1.3,44.2,13.28,60.5,19.8,76.9,human_error
stain,15.2,M10,2.3,22,afternoon,3.1,28.0,13.57,53.1,25.3,73.3,material_issue
objects,17.4,M01,11.6,6,morning,5.0,41.8,7.94,33.6,21.3,45.3,machine_fault
objects,8.3,M12,4.3,8,morning,1.4,43.6,12.5,37.4,20.8,68.3,machine_fault
color_defect,3.4,M06,8.8,21,morning,0.3,43.9,13.87,56.0,24.4,90.8,human_error
color_defect,10.6,M05,12.3,5,morning,2.2,32.3,15.13,60.9,25.4,79.0,human_error
color_defect,8.1,M07,7.3,2,morning,8.2,45.9,15.31,36.2,18.8,66.1,material_issue
color_defect,7.2,M12,12.4,8,afternoon,15.0,31.0,13.42,49.8,23.3,57.4,material_issue
color_defect,14.2,M11,1.3,1,night,6.8,34.4,10.21,39.9,23.0,76.7,human_error
hole,10.2,M02,6.6,0,morning,0.4,36.6,15.38,47.7,21.6,54.2,human_error
stain,4.7,M03,9.9,5,afternoon,6.9,28.1,10.39,48.1,19.5,82.5,material_issue
objects,3.2,M05,5.1,2,afternoon,2.3,37.1,11.56,35.0,27.3,68.4,material_issue
color_defect,4.3,M12,4.7,21,night,4.4,35.5,7.65,44.1,25.1,51.0,human_error
oil_spot,6.2,M04,8.2,3,afternoon,0.1,32.8,11.27,67.0,29.9,72.5,material_issue
hole,1.7,M03,11.7,22,afternoon,0.6,44.8,14.72,58.1,22.2,64.7,human_error
color_defect,1.1,M12,10.8,7,morning,6.3,38.6,9.17,59.8,22.0,97.9,material_issue
thread_error,8.3,M02,7.4,57,morning,1.9,55.7,13.33,70.9,24.5,73.4,machine_fault
stain,1.2,M02,13.1,0,morning,7.9,44.2,15.63,58.7,25.1,65.3,material_issue
stain,15.7,M02,10.6,16,night,2.9,41.7,14.15,45.3,31.4,75.9,material_issue
cut,4.7,M02,7.0,8,morning,2.2,31.8,8.57,41.7,24.7,100.0,human_error
hole,3.5,M01,4.1,41,night,0.2,37.8,7.06,57.0,22.8,53.4,human_error
thread_error,2.3,M06,10.6,17,morning,4.4,25.8,11.53,60.3,27.6,63.2,machine_fault
hole,8.3,M11,8.7,3,morning,2.7,39.9,15.35,48.1,24.3,93.7,human_error
thread_error,3.3,M05,14.1,70,morning,1.2,46.3,8.85,63.6,27.6,96.5,machine_fault
oil_spot,3.8,M01,12.1,15,morning,9.7,41.4,14.9,55.5,21.9,80.2,material_issue
stain,19.7,M06,8.0,4,night,5.7,49.2,9.59,51.3,25.3,77.5,human_error
color_defect,5.1,M09,5.5,17,night,1.0,34.9,10.45,68.7,26.9,63.5,human_error
color_defect,12.3,M11,10.4,21,morning,7.8,27.2,11.18,54.0,28.9,98.3,material_issue
thread_error,2.7,M08,1.8,17,night,17.3,27.9,10.84,54.0,23.9,86.9,material_issue
cut,21.2,M10,13.7,7,afternoon,0.6,25.3,14.33,49.5,23.0,96.1,human_error
color_defect,31.7,M12,12.2,2,morning,0.6,45.0,15.15,52.6,25.5,88.8,human_error
color_defect,7.1,M12,12.1,31,afternoon,3.3,34.1,8.67,66.4,21.2,53.9,machine_fault
objects,2.7,M05,12.3,10,afternoon,10.6,39.8,10.56,47.4,31.6,69.4,machine_fault
cut,3.6,M03,9.9,50,morning,0.8,26.8,17.57,43.2,27.0,41.8,human_error
thread_error,4.7,M12,3.1,31,morning,0.7,34.1,13.65,68.5,25.6,84.5,human_error
cut,4.3,M01,2.6,11,night,5.5,34.4,12.91,53.1,19.9,72.8,human_error
objects,9.9,M02,14.5,6,night,1.7,46.4,13.92,53.6,25.3,89.3,human_error
color_defect,11.4,M07,11.3,52,morning,1.2,31.9,10.96,41.5,21.1,82.7,human_error
cut,17.9,M10,11.1,14,afternoon,3.0,10.3,10.49,48.4,28.0,69.0,human_error
stain,4.2,M03,7.5,1,morning,4.9,34.0,10.0,76.4,21.9,79.7,material_issue
hole,6.6,M01,1.0,14,morning,12.0,42.9,14.04,67.1,27.7,86.0,machine_fault
cut,1.6,M06,6.2,7,afternoon,0.8,31.0,12.3,65.3,23.3,52.5,human_error
thread_error,4.1,M12,9.0,1,night,2.5,32.3,10.06,37.2,20.4,59.3,machine_fault
objects,6.2,M10,5.8,6,night,2.6,41.5,10.06,48.6,30.3,89.9,human_error
cut,2.1,M02,2.2,1,afternoon,2.4,31.6,9.92,38.6,23.4,64.1,human_error
oil_spot,9.3,M10,13.9,2,night,0.8,35.9,13.69,59.9,22.9,97.1,human_error
cut,1.6,M12,12.9,37,morning,4.5,36.2,12.97,28.9,21.9,56.0,material_issue
cut,20.1,M12,5.3,28,morning,1.6,31.5,12.25,48.3,22.5,91.6,human_error
hole,2.5,M05,5.7,7,afternoon,2.0,25.0,11.03,73.5,22.4,87.8,machine_fault
color_defect,6.4,M08,2.3,10,night,12.6,33.7,12.76,65.4,21.4,91.3,human_error
